I,o,d
29367,434,218
29368,375,4
29369,72,296
29370,201,194
29371,62,405
29372,426,400
29373,424,258
29374,179,223
29375,96,199
29376,437,200
29377,51,176
29378,42,200
29379,433,445
29380,403,104
29381,28,376
29382,35,422
29383,13,401
29384,59,410
29385,364,363
29386,343,200
29387,130,270
29388,330,69
29389,147,272
29390,434,385
29391,308,155
29392,128,242
29393,150,21
29394,87,147
29395,131,223
29396,387,223
29397,132,382
29398,412,263
29399,125,24
29400,428,111
29401,71,235
29402,271,141
29403,290,305
29404,224,452
29405,276,318
29406,240,408
29407,330,320
29408,20,315
29409,91,165
29410,406,107
29411,421,289
29412,436,280
29413,374,21
29414,86,175
29415,254,386
29416,290,134
29417,49,20
29418,442,420
29419,242,241
29420,276,243
29421,271,365
29422,239,61
29423,449,385
29424,323,8
29425,153,444
29426,60,178
29427,101,449
29428,96,20
29429,139,14
29430,136,237
29431,215,84
29432,415,4
29433,427,299
29434,134,90
29435,365,29
29436,187,10
29437,194,279
29438,6,366
29439,96,222
29440,295,192
29441,154,263
29442,249,213
29443,75,32
29444,298,48
29445,344,191
29446,88,204
29447,407,277
29448,19,306
29449,317,445
29450,280,323
29451,38,287
29452,28,128
29453,402,30
29454,385,170
29455,423,179
29456,310,414
29457,182,26
29458,46,349
29459,405,155
29460,81,364
29461,54,30
29462,5,272
29463,282,336
29464,201,255
29465,219,338
29466,65,454
29467,171,189
29468,419,344
29469,268,432
29470,391,254
29471,448,44
29472,91,353
29473,12,296
29474,393,186
29475,136,111
29476,244,58
29477,355,141
29478,237,73
29479,325,48
29480,180,453
29481,395,120
29482,276,241
29483,262,309
29484,38,309
29485,404,258
29486,413,359
29487,267,204
29488,268,323
29489,27,210
29490,223,301
29491,362,342
29492,28,286
29493,202,121
29494,131,404
29495,287,199
29496,261,93
29497,146,97
29498,203,94
29499,358,413
29500,323,239
29501,187,202
29502,161,400
29503,398,202
29504,103,242
29505,310,35
29506,335,178
29507,424,171
29508,204,437
29509,125,330
29510,328,419
29511,369,121
29512,225,117
29513,9,241
29514,204,83
29515,57,47
29516,25,49
29517,387,141
29518,321,449
29519,55,449
29520,24,116
29521,322,168
29522,344,184
29523,259,428
29524,397,251
29525,415,261
29526,62,432
29527,12,281
29528,23,258
29529,433,227
29530,374,371
29531,135,229
29532,435,172
29533,284,443
29534,132,210
29535,295,327
29536,335,47
29537,39,64
29538,319,249
29539,199,398
29540,434,257
29541,387,451
29542,15,308
29543,312,95
29544,191,226
29545,208,115
29546,391,102
29547,25,157
29548,373,104
29549,35,45
29550,340,16
29551,104,353
29552,288,5
29553,233,198
29554,155,75
29555,153,46
29556,413,275
29557,238,356
29558,386,304
29559,343,251
29560,272,257
29561,114,99
29562,161,305
29563,328,194
29564,274,327
29565,335,349
29566,329,285
29567,339,316
29568,359,298
29569,16,55
29570,263,86
29571,394,200
29572,118,21
29573,181,320
29574,365,108
29575,214,198
29576,202,356
29577,254,191
29578,207,400
29579,253,380
29580,426,349
29581,225,396
29582,118,14
29583,48,371
29584,9,107
29585,314,237
29586,433,374
29587,374,339
29588,292,32
29589,201,334
29590,207,422
29591,167,279
29592,132,2
29593,132,330
29594,150,113
29595,306,440
29596,379,26
29597,276,371
29598,329,143
29599,190,237
29600,196,128
29601,57,39
29602,411,395
29603,223,280
29604,158,302
29605,310,163
29606,121,5
29607,102,175
29608,447,106
29609,372,99
29610,234,42
29611,205,194
29612,233,430
29613,205,250
29614,435,214
29615,163,117
29616,24,26
29617,5,100
29618,13,74
29619,427,441
29620,311,89
29621,138,421
29622,152,91
29623,22,34
29624,220,293
29625,314,235
29626,244,114
29627,53,115
29628,370,187
29629,377,47
29630,358,47
29631,368,142
29632,397,133
29633,361,19
29634,327,157
29635,373,60
29636,120,454
29637,5,87
29638,415,122
29639,65,71
29640,401,191
29641,378,354
29642,367,281
29643,378,222
29644,325,227
29645,393,437
29646,140,102
29647,160,276
29648,28,142
29649,28,414
29650,366,146
29651,24,280
29652,190,344
29653,220,374
29654,178,48
29655,405,358
29656,346,289
29657,353,19
29658,399,423
29659,45,121
29660,228,114
29661,311,74
29662,226,383
29663,387,210
29664,85,58
29665,338,222
29666,375,88
29667,259,196
29668,252,395
29669,260,333
29670,135,224
29671,200,54
29672,300,156
29673,270,26
29674,249,14
29675,216,226
29676,222,225
29677,201,223
29678,5,118
29679,14,352
29680,180,269
29681,295,138
29682,450,112
29683,420,139
29684,453,306
29685,161,239
29686,176,61
29687,67,323
29688,317,245
29689,274,241
29690,239,280
29691,278,131
29692,85,279
29693,277,318
29694,233,12
29695,150,324
29696,1,74
29697,170,47
29698,242,270
29699,86,130
29700,201,253
29701,418,33
29702,411,124
29703,249,130
29704,273,450
29705,63,320
29706,204,64
29707,300,236
29708,187,416
29709,392,155
29710,152,365
29711,150,81
29712,279,247
29713,101,133
29714,387,432
29715,378,195
29716,393,452
29717,367,79
29718,165,271
29719,282,171
29720,304,435
29721,147,237
29722,103,49
29723,331,84
29724,287,351
29725,211,114
29726,398,172
29727,18,126
29728,298,139
29729,313,347
29730,144,407
29731,45,284
29732,321,32
29733,14,208
29734,356,340
29735,81,352
29736,61,209
29737,441,397
29738,415,64
29739,197,415
29740,2,416
29741,247,450
29742,450,379
29743,411,420
29744,44,136
29745,13,339
29746,221,39
29747,360,389
29748,262,132
29749,146,203
29750,375,325
29751,150,331
29752,252,327
29753,332,61
29754,94,419
29755,300,434
29756,19,36
29757,208,328
29758,157,369
29759,33,135
29760,7,246
29761,252,272
29762,217,287
29763,39,237
29764,203,452
29765,83,231
29766,367,141
29767,330,215
29768,260,365
29769,245,273
29770,130,144
29771,251,263
29772,363,70
29773,11,224
29774,184,1
29775,69,431
29776,323,414
29777,116,325
29778,338,74
29779,54,251
29780,104,414
29781,289,244
29782,390,430
29783,361,420
29784,133,122
29785,2,66
29786,39,140
29787,332,308
29788,115,274
29789,122,267
29790,148,21
29791,225,106
29792,391,240
29793,336,424
29794,378,116
29795,393,37
29796,432,57
29797,112,163
29798,267,356
29799,329,375
29800,230,401
29801,280,55
29802,48,204
29803,235,194
29804,372,262
29805,146,88
29806,320,219
29807,42,197
29808,92,349
29809,224,5
29810,422,448
29811,168,28
29812,112,390
29813,412,207
29814,298,411
29815,259,450
29816,424,269
29817,387,318
29818,383,64
29819,216,140
29820,318,313
29821,203,64
29822,404,48
29823,331,398
29824,75,93
29825,316,79
29826,375,137
29827,318,209
29828,3,226
29829,315,219
29830,290,211
29831,278,174
29832,280,111
29833,9,160
29834,23,384
29835,272,365
29836,66,400
29837,48,390
29838,149,50
29839,126,231
29840,145,157
29841,47,142
29842,271,215
29843,332,427
29844,360,207
29845,234,264
29846,90,112
29847,208,252
29848,365,120
29849,37,12
29850,61,317
29851,408,307
29852,223,272
29853,83,429
29854,40,310
29855,45,393
29856,210,283
29857,143,210
29858,366,92
29859,268,93
29860,144,365
29861,385,214
29862,379,36
29863,33,216
29864,351,21
29865,366,7
29866,43,30
29867,265,55
29868,321,335
29869,73,450
29870,363,254
29871,184,426
29872,140,212
29873,301,273
29874,21,418
29875,109,362
29876,270,99
29877,368,403
29878,251,345
29879,137,135
29880,292,417
29881,349,187
29882,427,68
29883,113,349
29884,173,148
29885,255,88
29886,239,374
29887,75,203
29888,443,29
29889,74,244
29890,145,57
29891,174,425
29892,133,66
29893,167,157
29894,157,426
29895,95,158
29896,290,62
29897,384,110
29898,75,29
29899,249,352
29900,85,419
29901,395,156
29902,222,144
29903,345,371
29904,368,148
29905,395,33
29906,82,393
29907,312,292
29908,235,391
29909,12,310
29910,129,128
29911,26,156
29912,359,418
29913,280,109
29914,349,304
29915,183,300
29916,130,171
29917,389,187
29918,139,383
29919,236,8
29920,30,33
29921,204,264
29922,108,223
29923,399,236
29924,417,86
29925,406,324
29926,190,147
29927,130,92
29928,436,111
29929,452,87
29930,366,13
29931,125,324
29932,349,369
29933,82,321
29934,208,129
29935,351,144
29936,228,218
29937,8,164
29938,165,387
29939,52,275
29940,66,401
29941,41,69
29942,340,166
29943,298,208
29944,167,19
29945,296,183
29946,131,281
29947,124,369
29948,241,123
29949,220,195
29950,131,432
29951,91,176
29952,1,55
29953,149,141
29954,261,72
29955,0,84
29956,71,385
29957,353,39
29958,24,327
29959,431,47
29960,74,257
29961,125,154
29962,381,121
29963,412,159
29964,452,163
29965,428,35
29966,286,9
29967,359,121
29968,99,143
29969,141,135
29970,193,449
29971,273,62
29972,76,52
29973,69,247
29974,41,12
29975,37,97
29976,449,250
29977,278,357
29978,310,202
29979,337,299
29980,273,448
29981,393,219
29982,445,437
29983,149,173
29984,208,18
29985,72,246
29986,21,421
29987,449,325
29988,442,180
29989,112,266
29990,342,181
29991,434,412
29992,265,434
29993,223,185
29994,258,125
29995,316,190
29996,98,22
29997,332,343
29998,45,390
29999,444,397
30000,441,402
30001,87,207
30002,429,213
30003,283,244
30004,22,412
30005,154,447
30006,324,226
30007,354,315
30008,37,238
30009,257,169
30010,357,302
30011,6,93
30012,231,201
30013,170,409
30014,246,150
30015,66,126
30016,245,85
30017,40,194
30018,244,207
30019,380,378
30020,124,299
30021,211,99
30022,410,319
30023,328,19
30024,178,52
30025,117,453
30026,272,7
30027,321,234
30028,371,361
30029,427,25
30030,302,146
30031,93,174
30032,51,396
30033,49,424
30034,202,197
30035,79,293
30036,61,38
30037,274,156
30038,139,199
30039,294,214
30040,202,149
30041,235,182
30042,89,331
30043,292,338
30044,415,382
30045,379,347
30046,119,406
30047,418,449
30048,106,256
30049,205,88
30050,443,402
30051,375,235
30052,26,191
30053,241,218
30054,424,338
30055,409,262
30056,181,280
30057,9,144
30058,112,205
30059,293,18
30060,333,34
30061,7,345
30062,377,335
30063,314,21
30064,100,276
30065,391,358
30066,117,266
30067,322,262
30068,410,243
30069,94,320
30070,86,353
30071,439,114
30072,58,442
30073,378,420
30074,252,319
30075,184,92
30076,158,405
30077,375,242
30078,254,367
30079,378,324
30080,372,268
30081,259,55
30082,151,231
30083,33,51
30084,121,274
30085,448,344
30086,192,19
30087,31,400
30088,31,261
30089,75,282
30090,226,309
30091,125,399
30092,390,157
30093,211,241
30094,276,348
30095,233,187
30096,405,295
30097,38,229
30098,36,377
30099,87,67
30100,428,424
30101,247,399
30102,198,446
30103,73,147
30104,50,107
30105,270,223
30106,445,335
30107,219,178
30108,141,301
30109,346,351
30110,160,299
30111,153,443
30112,242,262
30113,245,303
30114,5,10
30115,127,174
30116,207,339
30117,273,192
30118,254,44
30119,148,263
30120,200,180
30121,279,183
30122,98,314
30123,124,448
30124,123,24
30125,442,300
30126,55,27
30127,241,35
30128,133,214
30129,165,427
30130,35,80
30131,100,10
30132,172,207
30133,343,313
30134,262,325
30135,403,292
30136,386,81
30137,435,331
30138,380,357
30139,54,212
30140,176,51
30141,96,279
30142,439,83
30143,234,311
30144,68,370
30145,162,170
30146,27,436
30147,121,436
30148,4,186
30149,135,349
30150,396,313
30151,77,163
30152,60,162
30153,80,362
30154,223,186
30155,446,188
30156,50,226
30157,330,319
30158,101,265
30159,81,450
30160,406,240
30161,73,74
30162,320,192
30163,6,243
30164,346,408
30165,242,394
30166,3,12
30167,287,393
30168,115,394
30169,384,160
30170,34,253
30171,231,61
30172,15,191
30173,368,366
30174,223,231
30175,14,212
30176,112,402
30177,357,231
30178,155,285
30179,1,356
30180,428,170
30181,340,164
30182,416,186
30183,390,354
30184,248,207
30185,18,82
30186,193,253
30187,204,107
30188,276,324
30189,364,184
30190,404,19
30191,9,322
30192,377,263
30193,416,344
30194,136,227
30195,309,77
30196,400,68
30197,222,252
30198,406,454
30199,0,165
30200,135,252
30201,245,118
30202,432,105
30203,378,12
30204,93,180
30205,351,305
30206,240,338
30207,173,259
30208,331,97
30209,124,389
30210,42,115
30211,184,189
30212,380,22
30213,17,104
30214,287,389
30215,37,318
30216,414,301
30217,419,42
30218,53,36
30219,53,287
30220,411,133
30221,343,65
30222,40,224
30223,157,389
30224,34,342
30225,368,377
30226,310,255
30227,385,57
30228,441,381
30229,75,258
30230,387,231
30231,178,353
30232,10,333
30233,362,71
30234,238,376
30235,404,105
30236,80,223
30237,308,286
30238,381,292
30239,228,212
30240,382,174
30241,349,290
30242,327,437
30243,220,95
30244,62,162
30245,204,326
30246,175,339
30247,314,117
30248,414,129
30249,355,148
30250,374,315
30251,163,390
30252,326,137
30253,357,92
30254,62,349
30255,34,423
30256,255,259
30257,174,310
30258,373,56
30259,64,280
30260,317,398
30261,429,186
30262,204,234
30263,114,257
30264,78,451
30265,116,264
30266,240,399
30267,138,129
30268,185,159
30269,173,335
30270,98,258
30271,219,22
30272,183,178
30273,193,321
30274,321,183
30275,296,1
30276,226,266
30277,403,101
30278,372,49
30279,109,219
30280,7,214
30281,401,392
30282,307,298
30283,182,411
30284,196,202
30285,392,125
30286,246,71
30287,184,433
30288,354,153
30289,395,187
30290,405,228
30291,35,198
30292,180,5
30293,183,386
30294,232,18
30295,142,257
30296,38,311
30297,213,317
30298,16,38
30299,366,374
30300,328,363
30301,171,418
30302,167,166
30303,92,45
30304,185,28
30305,30,184
30306,28,159
30307,206,80
30308,415,274
30309,370,313
30310,298,241
30311,37,286
30312,372,90
30313,248,406
30314,232,54
30315,189,451
30316,200,121
30317,187,97
30318,451,349
30319,249,171
30320,391,71
30321,343,154
30322,159,110
30323,352,157
30324,277,320
30325,17,46
30326,205,453
30327,129,26
30328,329,255
30329,432,223
30330,138,385
30331,323,336
30332,352,200
30333,48,80
30334,210,223
30335,110,114
30336,209,39
30337,54,415
30338,40,199
30339,331,229
30340,16,419
30341,36,80
30342,327,275
30343,121,430
30344,36,47
30345,418,405
30346,220,29
30347,170,285
30348,439,437
30349,430,390
30350,38,160
30351,141,115
30352,443,292
30353,263,323
30354,224,213
30355,324,298
30356,142,381
30357,184,352
30358,346,97
30359,249,262
30360,135,170
30361,82,205
30362,438,26
30363,20,264
30364,426,369
30365,337,45
30366,412,321
30367,231,380
30368,359,194
30369,291,28
30370,445,418
30371,46,138
30372,134,377
30373,33,191
30374,113,159
30375,434,331
30376,251,21
30377,289,334
30378,321,35
30379,230,209
30380,266,243
30381,75,337
30382,358,61
30383,264,273
30384,301,311
30385,101,181
30386,281,217
30387,439,185
30388,157,242
30389,399,36
30390,287,76
30391,283,415
30392,173,42
30393,176,411
30394,432,178
30395,7,49
30396,445,247
30397,199,160
30398,69,134
30399,341,301
30400,351,440
30401,325,295
30402,299,256
30403,179,329
30404,448,249
30405,359,249
30406,117,413
30407,113,65
30408,416,232
30409,65,222
30410,145,62
30411,326,199
30412,417,413
30413,407,288
30414,430,74
30415,411,252
30416,350,4
30417,94,72
30418,381,370
30419,414,262
30420,246,429
30421,21,164
30422,304,328
30423,290,430
30424,146,311
30425,204,384
30426,262,289
30427,149,28
30428,210,21
30429,329,211
30430,436,304
30431,72,414
30432,454,210
30433,80,295
30434,52,177
30435,374,454
30436,63,348
30437,453,390
30438,345,451
30439,436,285
30440,236,301
30441,361,427
30442,153,199
30443,229,383
30444,360,181
30445,394,272
30446,337,75
30447,368,146
30448,28,404
30449,245,66
30450,33,134
30451,366,14
30452,205,267
30453,201,151
30454,347,371
30455,281,25
30456,308,106
30457,241,27
30458,277,250
30459,254,184
30460,299,145
30461,350,420
30462,318,187
30463,105,308
30464,406,195
30465,218,3
30466,197,454
30467,421,299
30468,213,196
30469,441,409
30470,61,271
30471,90,224
30472,405,264
30473,15,215
30474,81,204
30475,348,69
30476,417,251
30477,325,8
30478,291,247
30479,260,423
30480,277,219
30481,269,339
30482,141,273
30483,447,55
30484,185,123
30485,62,133
30486,290,157
30487,176,241
30488,390,424
30489,110,306
30490,338,312
30491,372,64
30492,109,296
30493,103,247
30494,307,45
30495,265,183
30496,25,408
30497,394,296
30498,169,289
30499,302,193
30500,154,117
30501,124,13
30502,193,447
30503,195,172
30504,4,252
30505,287,94
30506,128,148
30507,90,180
30508,76,64
30509,186,254
30510,100,384
30511,408,322
30512,64,117
30513,277,153
30514,0,57
30515,63,452
30516,256,376
30517,177,222
30518,264,107
30519,97,420
30520,291,133
30521,269,182
30522,13,352
30523,27,407
30524,242,362
30525,295,406
30526,200,451
30527,221,174
30528,66,50
30529,154,114
30530,431,104
30531,96,264
30532,279,187
30533,398,119
30534,432,64
30535,61,328
30536,20,324
30537,421,414
30538,432,407
30539,284,355
30540,396,385
30541,245,395
30542,97,264
30543,418,208
30544,291,318
30545,439,337
30546,147,168
30547,204,58
30548,304,444
30549,222,2
30550,7,375
30551,102,442
30552,280,408
30553,425,46
30554,436,291
30555,224,139
30556,396,119
30557,233,409
30558,411,438
30559,208,346
30560,444,244
30561,268,5
30562,28,242
30563,273,406
30564,272,446
30565,276,146
30566,91,166
30567,119,205
30568,84,20
30569,450,286
30570,14,365
30571,418,133
30572,9,86
30573,344,410
30574,295,177
30575,53,40
30576,103,200
30577,432,380
30578,96,58
30579,422,325
30580,389,45
30581,382,213
30582,196,414
30583,415,410
30584,219,322
30585,379,327
30586,138,83
30587,245,40
30588,352,333
30589,167,323
30590,131,363
30591,362,371
30592,310,447
30593,360,296
30594,153,258
30595,290,249
30596,84,166
30597,286,244
30598,342,382
30599,401,91
30600,341,383
30601,15,51
30602,368,322
30603,197,371
30604,11,291
30605,147,418
30606,367,235
30607,45,263
30608,61,191
30609,293,75
30610,172,364
30611,445,46
30612,186,202
30613,326,301
30614,414,197
30615,421,342
30616,296,412
30617,221,261
30618,10,250
30619,449,326
30620,106,332
30621,194,277
30622,147,36
30623,132,340
30624,424,182
30625,239,129
30626,272,153
30627,329,108
30628,167,26
30629,378,207
30630,171,383
30631,59,183
30632,187,99
30633,274,165
30634,384,214
30635,375,2
30636,111,448
30637,35,351
30638,99,201
30639,382,224
30640,305,352
30641,84,253
30642,451,47
30643,107,325
30644,16,73
30645,258,108
30646,49,137
30647,164,136
30648,355,177
30649,287,432
30650,368,297
30651,410,452
30652,390,210
30653,20,50
30654,252,44
30655,69,286
30656,221,223
30657,18,339
30658,373,122
30659,238,218
30660,232,28
30661,254,226
30662,354,262
30663,5,59
30664,436,348
30665,275,54
30666,56,7
30667,382,317
30668,277,408
30669,332,313
30670,389,132
30671,103,373
30672,288,139
30673,344,10
30674,43,446
30675,58,276
30676,293,125
30677,383,238
30678,347,78
30679,365,250
30680,27,328
30681,76,122
30682,204,363
30683,11,216
30684,162,83
30685,85,302
30686,267,28
30687,313,405
30688,113,103
30689,229,57
30690,77,447
30691,276,409
30692,113,43
30693,362,394
30694,339,327
30695,88,311
30696,185,310
